TIMESTAMP,NEE_VUT_REF,GPP_NT_VUT_REF,H_F_MDS,LE_F_MDS,RECO_NT_VUT_REF,NEE_VUT_REF_QC,H_F_MDS_QC,LE_F_MDS_QC
20030906.000000,-1.872850,7.583370,68.684900,62.058400,6.077010,0.979167,1.000000,1.000000
20030907.000000,-2.658060,8.928410,42.309200,56.422400,6.476530,1.000000,1.000000,1.000000
20030908.000000,-0.589521,6.146210,44.906700,41.173200,5.762200,1.000000,1.000000,1.000000
20030909.000000,0.367315,3.782980,49.555800,26.933400,4.906280,1.000000,1.000000,1.000000
20030910.000000,-0.111290,4.313740,56.221500,20.547700,4.529770,1.000000,1.000000,1.000000
20030911.000000,0.174673,3.714030,42.606600,25.163800,4.268800,1.000000,1.000000,1.000000
20030912.000000,-0.510306,4.290990,55.962000,29.249700,3.904450,1.000000,1.000000,1.000000
20030913.000000,-0.967886,4.621270,52.803400,19.233200,3.805260,0.979167,1.000000,1.000000
20030914.000000,-1.979140,6.401310,32.893400,27.948500,4.460210,1.000000,1.000000,1.000000
20030915.000000,2.234920,1.618420,-23.391600,29.286400,4.094790,0.937500,0.937500,0.937500
20030916.000000,-1.712680,4.950060,40.502500,71.158900,3.836930,0.979167,1.000000,0.979167
20030917.000000,0.210443,4.307010,50.924200,49.365700,4.583640,0.812500,1.000000,0.979167
20030918.000000,0.563854,4.809480,11.599300,25.816000,5.363440,0.916667,1.000000,1.000000
20030919.000000,4.360570,1.418380,-54.958500,48.804800,5.784790,1.000000,1.000000,1.000000
20030920.000000,-1.245680,5.942670,24.371800,43.694000,4.854940,0.312500,0.687500,0.687500
20030921.000000,-0.999095,5.853880,27.167300,53.725800,4.983400,0.479167,0.770833,0.708333
20030922.000000,3.716730,1.917030,-33.304400,27.532800,5.857750,0.791667,0.979167,0.979167
20030923.000000,0.448683,4.553400,9.150280,35.525600,5.209080,0.437500,0.791667,0.812500
20030924.000000,-0.412814,5.729980,-3.605510,46.876600,5.314770,0.562500,0.562500,0.583333
20030925.000000,-0.925259,5.682640,12.430600,52.289500,4.830220,0.437500,0.458333,0.458333
20030926.000000,-0.339450,5.495650,15.825200,56.116100,5.156200,0.562500,0.562500,0.541667
20030927.000000,1.434270,3.914420,-23.721200,27.044200,5.406100,0.395833,0.250000,0.208333
20030928.000000,-0.745001,4.955450,-40.689400,34.724100,4.189350,0.729167,0.729167,0.729167
20030929.000000,-2.247590,6.089350,10.810100,46.852600,3.811290,0.875000,0.875000,0.875000
20030930.000000,-0.840229,4.328520,-15.055600,31.357800,3.449470,0.833333,0.833333,0.833333
20031001.000000,-2.457040,5.708040,-5.050780,42.147400,3.248620,0.916667,1.000000,1.000000
20031002.000000,-2.684010,5.528920,43.029600,29.933400,2.844910,1.000000,1.000000,1.000000
20031003.000000,-1.782750,5.124330,1.169210,39.026700,3.341580,1.000000,1.000000,1.000000
